condition,Version,stimID,stimulus,decisionThis,decisionOther,pot,randStimulusFace,q1responseArray,q2responseArray,q3responseArray,BTS_actual_otherDecisionConfidence,gender,Data_Set,HITID,subjectId
1,1a,279.1,279_1,Split,Split,269.5,283_1,33,26,25,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,288.2,288_2,Stole,Stole,15744.5,250_1,28,19,30,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,254.1,254_1,Split,Split,130884,268_1,24,31,31,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,252.2,252_2,Split,Stole,310,279_1,40,31,30,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,272.1,272_1,Split,Stole,81899,286_1,23,32,28,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,279.2,279_2,Split,Split,269.5,287_1,33,27,27,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,252.1,252_1,Stole,Split,310,276_1,24,33,34,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,273.1,273_1,Split,Split,9675,272_1,35,31,26,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,266.1,266_1,Stole,Stole,6559,244_1,22,31,31,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,245.1,245_1,Stole,Stole,5958,285_1,17,31,27,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,248.1,248_1,Split,Stole,31403,275_1,28,27,24,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,242.2,242_2,Stole,Split,1283.5,288_1,23,32,30,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b16e8413452a2bc7b7c89fc490d7c3bc2bf4b4350ab922dc7c996bdc
1,1a,266.1,266_1,Stole,Stole,6559,250_1,44,24,39,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,273.1,273_1,Split,Split,9675,275_1,17,24,21,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,248.1,248_1,Split,Stole,31403,279_1,33,18,28,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,279.1,279_1,Split,Split,269.5,288_1,27,20,34,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,279.2,279_2,Split,Split,269.5,283_1,26,31,20,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,252.1,252_1,Stole,Split,310,286_1,22,32,18,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,254.1,254_1,Split,Split,130884,272_1,16,30,20,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,242.2,242_2,Stole,Split,1283.5,244_1,23,29,24,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,272.1,272_1,Split,Stole,81899,276_1,28,22,28,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,252.2,252_2,Split,Stole,310,285_1,27,25,29,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,245.1,245_1,Stole,Stole,5958,287_1,22,25,27,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,288.2,288_2,Stole,Stole,15744.5,268_1,20,29,32,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e2e3b442fdd5afea5dff6f7d8bd466235432290ddb7c297327b3deb6
1,1a,252.1,252_1,Stole,Split,310,275_1,48,15,24,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,248.1,248_1,Split,Stole,31403,244_1,48,0,36,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,245.1,245_1,Stole,Stole,5958,272_1,48,31,15,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,242.2,242_2,Stole,Split,1283.5,276_1,48,48,48,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,252.2,252_2,Split,Stole,310,285_1,48,0,48,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,279.2,279_2,Split,Split,269.5,268_1,48,27,34,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,288.2,288_2,Stole,Stole,15744.5,283_1,48,15,32,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,272.1,272_1,Split,Stole,81899,250_1,48,48,33,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,279.1,279_1,Split,Split,269.5,288_1,48,0,48,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,254.1,254_1,Split,Split,130884,287_1,48,16,35,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,266.1,266_1,Stole,Stole,6559,279_1,48,48,16,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,273.1,273_1,Split,Split,9675,286_1,48,0,48,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,4c4448beb25ec9b65fb48be8b7b04db940b4aff1143b1a7f96bfd709
1,1a,273.1,273_1,Split,Split,9675,275_1,30,29,28,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,279.2,279_2,Split,Split,269.5,287_1,15,15,15,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,252.1,252_1,Stole,Split,310,285_1,41,41,41,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,279.1,279_1,Split,Split,269.5,244_1,29,30,31,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,254.1,254_1,Split,Split,130884,288_1,37,11,36,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,266.1,266_1,Stole,Stole,6559,283_1,46,41,17,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,252.2,252_2,Split,Stole,310,286_1,36,8,30,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,245.1,245_1,Stole,Stole,5958,276_1,48,10,28,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,248.1,248_1,Split,Stole,31403,250_1,48,16,33,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,242.2,242_2,Stole,Split,1283.5,279_1,31,34,28,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,272.1,272_1,Split,Stole,81899,272_1,36,8,34,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,288.2,288_2,Stole,Stole,15744.5,268_1,40,12,41,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5f10065042aa743e875aecb7d71f772a4af035c904874e960fc4ae6f
1,1a,266.1,266_1,Stole,Stole,6559,285_1,46,1,46,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,245.1,245_1,Stole,Stole,5958,244_1,45,2,46,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,254.1,254_1,Split,Split,130884,283_1,23,34,19,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,272.1,272_1,Split,Stole,81899,276_1,33,32,18,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,248.1,248_1,Split,Stole,31403,275_1,24,30,16,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,279.1,279_1,Split,Split,269.5,268_1,18,33,18,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,273.1,273_1,Split,Split,9675,250_1,30,27,17,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,242.2,242_2,Stole,Split,1283.5,279_1,46,1,45,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,279.2,279_2,Split,Split,269.5,287_1,14,37,15,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,288.2,288_2,Stole,Stole,15744.5,286_1,43,2,43,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,252.1,252_1,Stole,Split,310,272_1,43,4,44,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,252.2,252_2,Split,Stole,310,288_1,20,31,18,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,6abd1f81873f96136185431c60282855cc62a49f0564daa72ff12e4b
1,1a,242.2,242_2,Stole,Split,1283.5,276_1,33,18,27,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,252.1,252_1,Stole,Split,310,283_1,27,23,25,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,266.1,266_1,Stole,Stole,6559,288_1,37,25,26,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,245.1,245_1,Stole,Stole,5958,287_1,19,28,19,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,248.1,248_1,Split,Stole,31403,268_1,24,24,21,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,288.2,288_2,Stole,Stole,15744.5,250_1,27,13,33,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,272.1,272_1,Split,Stole,81899,286_1,24,24,20,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,252.2,252_2,Split,Stole,310,279_1,19,25,31,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,279.1,279_1,Split,Split,269.5,244_1,33,13,33,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,254.1,254_1,Split,Split,130884,285_1,23,19,32,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,279.2,279_2,Split,Split,269.5,275_1,22,22,25,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,273.1,273_1,Split,Split,9675,272_1,31,17,29,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f1b2d92b55aee4ffd9b76ee53f3ed92bdd6c37227daad5633650b571
1,1a,245.1,245_1,Stole,Stole,5958,275_1,44,0,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,252.2,252_2,Split,Stole,310,288_1,23,30,17,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,254.1,254_1,Split,Split,130884,272_1,33,15,32,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,252.1,252_1,Stole,Split,310,287_1,46,7,41,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,288.2,288_2,Stole,Stole,15744.5,286_1,48,0,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,279.2,279_2,Split,Split,269.5,285_1,27,19,27,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,242.2,242_2,Stole,Split,1283.5,250_1,42,14,32,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,273.1,273_1,Split,Split,9675,276_1,35,14,32,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,248.1,248_1,Split,Stole,31403,268_1,40,7,42,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,266.1,266_1,Stole,Stole,6559,283_1,41,9,41,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,279.1,279_1,Split,Split,269.5,279_1,27,14,31,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,272.1,272_1,Split,Stole,81899,244_1,45,6,41,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,05e17dad597a518d686c0465c759ab57c48fd53fdfefd75e8dd248cf
1,1a,242.2,242_2,Stole,Split,1283.5,275_1,48,48,48,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,273.1,273_1,Split,Split,9675,272_1,24,41,41,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,279.2,279_2,Split,Split,269.5,286_1,41,42,25,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,252.2,252_2,Split,Stole,310,244_1,41,40,41,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,254.1,254_1,Split,Split,130884,279_1,24,40,41,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,248.1,248_1,Split,Stole,31403,283_1,42,40,41,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,279.1,279_1,Split,Split,269.5,268_1,42,40,40,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,245.1,245_1,Stole,Stole,5958,276_1,48,8,48,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,272.1,272_1,Split,Stole,81899,287_1,40,41,42,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,266.1,266_1,Stole,Stole,6559,285_1,48,9,47,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,252.1,252_1,Stole,Split,310,288_1,48,0,48,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,288.2,288_2,Stole,Stole,15744.5,250_1,48,7,47,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,570eace343c120f4441644f3840d590401c1a83ae264231a522dbdb0
1,1a,288.2,288_2,Stole,Stole,15744.5,283_1,48,0,48,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,272.1,272_1,Split,Stole,81899,275_1,24,24,24,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,254.1,254_1,Split,Split,130884,276_1,24,24,24,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,252.1,252_1,Stole,Split,310,279_1,48,0,48,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,279.1,279_1,Split,Split,269.5,268_1,48,7,48,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,248.1,248_1,Split,Stole,31403,285_1,48,0,0,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,245.1,245_1,Stole,Stole,5958,286_1,48,48,0,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,279.2,279_2,Split,Split,269.5,288_1,48,33,25,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,252.2,252_2,Split,Stole,310,287_1,25,7,8,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,242.2,242_2,Stole,Split,1283.5,272_1,48,0,48,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,273.1,273_1,Split,Split,9675,244_1,24,48,0,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,266.1,266_1,Stole,Stole,6559,250_1,48,0,24,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,f9ee422d96ea8c0923347fa760f5c5b3d87f81ec0660e4c04af7fa13
1,1a,288.2,288_2,Stole,Stole,15744.5,268_1,48,0,48,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,279.2,279_2,Split,Split,269.5,276_1,24,41,7,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,272.1,272_1,Split,Stole,81899,288_1,24,7,41,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,245.1,245_1,Stole,Stole,5958,250_1,48,0,48,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,242.2,242_2,Stole,Split,1283.5,272_1,48,0,48,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,254.1,254_1,Split,Split,130884,279_1,24,7,41,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,248.1,248_1,Split,Stole,31403,244_1,24,41,41,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,273.1,273_1,Split,Split,9675,283_1,24,41,41,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,252.1,252_1,Stole,Split,310,285_1,48,0,48,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,266.1,266_1,Stole,Stole,6559,287_1,48,0,48,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,252.2,252_2,Split,Stole,310,286_1,24,41,41,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,279.1,279_1,Split,Split,269.5,275_1,24,41,41,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,29f590ed36066c6508878dd9f966c79e27267f9bee3ac61b91363861
1,1a,273.1,273_1,Split,Split,9675,279_1,34,0,31,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
1,1a,245.1,245_1,Stole,Stole,5958,286_1,45,0,38,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
1,1a,252.1,252_1,Stole,Split,310,250_1,44,2,24,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
1,1a,242.2,242_2,Stole,Split,1283.5,268_1,45,0,36,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
1,1a,254.1,254_1,Split,Split,130884,285_1,38,22,37,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
1,1a,279.1,279_1,Split,Split,269.5,288_1,35,6,23,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
1,1a,279.2,279_2,Split,Split,269.5,244_1,46,28,14,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
1,1a,266.1,266_1,Stole,Stole,6559,272_1,39,2,34,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,197a17c596868871454a6b03f0db9c8272070b776182a63bfd3e80ce
