condition,Version,stimID,stimulus,decisionThis,decisionOther,pot,randStimulusFace,q1responseArray,q2responseArray,q3responseArray,BTS_actual_otherDecisionConfidence,gender,Data_Set,HITID,subjectId
1,1a,279.2,279_2,Split,Split,269.5,283_1,24,34,35,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,3c37c9475db88b5bd9b1f560c705290bc76ffbe97042e08ed2fc9897
1,1a,288.2,288_2,Stole,Stole,15744.5,272_1,48,0,0,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,3c37c9475db88b5bd9b1f560c705290bc76ffbe97042e08ed2fc9897
1,1a,248.1,248_1,Split,Stole,31403,268_1,32,32,32,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,3c37c9475db88b5bd9b1f560c705290bc76ffbe97042e08ed2fc9897
1,1a,273.1,273_1,Split,Split,9675,279_1,23,33,24,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,3c37c9475db88b5bd9b1f560c705290bc76ffbe97042e08ed2fc9897
1,1a,252.2,252_2,Split,Stole,310,276_1,14,24,25,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,3c37c9475db88b5bd9b1f560c705290bc76ffbe97042e08ed2fc9897
1,1a,279.1,279_1,Split,Split,269.5,250_1,16,24,24,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,3c37c9475db88b5bd9b1f560c705290bc76ffbe97042e08ed2fc9897
1,1a,266.1,266_1,Stole,Stole,6559,285_1,48,0,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,252.2,252_2,Split,Stole,310,268_1,0,48,1,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,254.1,254_1,Split,Split,130884,286_1,31,11,27,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,272.1,272_1,Split,Stole,81899,275_1,26,26,26,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,248.1,248_1,Split,Stole,31403,250_1,19,19,19,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,245.1,245_1,Stole,Stole,5958,287_1,27,27,27,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,252.1,252_1,Stole,Split,310,276_1,26,26,28,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,288.2,288_2,Stole,Stole,15744.5,288_1,35,35,35,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,279.1,279_1,Split,Split,269.5,272_1,0,0,0,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,279.2,279_2,Split,Split,269.5,283_1,0,0,0,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,273.1,273_1,Split,Split,9675,279_1,15,15,15,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,242.2,242_2,Stole,Split,1283.5,244_1,21,21,21,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,0f50be3e0a04afee3e5408eaf580f2339cd7c296f97df65c00e3d2c7
1,1a,245.1,245_1,Stole,Stole,5958,250_1,20,39,26,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,254.1,254_1,Split,Split,130884,283_1,25,24,24,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,242.2,242_2,Stole,Split,1283.5,279_1,31,17,30,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,266.1,266_1,Stole,Stole,6559,287_1,13,40,24,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,252.2,252_2,Split,Stole,310,288_1,31,36,42,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,279.2,279_2,Split,Split,269.5,285_1,18,29,20,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,252.1,252_1,Stole,Split,310,272_1,35,31,24,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,248.1,248_1,Split,Stole,31403,286_1,37,34,37,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,272.1,272_1,Split,Stole,81899,275_1,32,27,33,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,279.1,279_1,Split,Split,269.5,276_1,22,23,27,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,273.1,273_1,Split,Split,9675,268_1,35,28,17,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,288.2,288_2,Stole,Stole,15744.5,244_1,32,37,24,3,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,1af1679981cfe99974940395a6c84de33d501eb94c7a7e1c25dff43c
1,1a,273.1,273_1,Split,Split,9675,272_1,12,36,36,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,279.2,279_2,Split,Split,269.5,275_1,0,24,41,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,254.1,254_1,Split,Split,130884,244_1,35,24,48,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,266.1,266_1,Stole,Stole,6559,276_1,48,0,48,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,248.1,248_1,Split,Stole,31403,250_1,24,24,24,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,279.1,279_1,Split,Split,269.5,288_1,4,40,24,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,252.2,252_2,Split,Stole,310,286_1,0,24,34,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,242.2,242_2,Stole,Split,1283.5,283_1,41,0,48,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,252.1,252_1,Stole,Split,310,268_1,48,0,48,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,245.1,245_1,Stole,Stole,5958,279_1,48,0,24,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,272.1,272_1,Split,Stole,81899,285_1,24,17,41,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,288.2,288_2,Stole,Stole,15744.5,287_1,48,0,47,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ae693e14ce78a526bf28d65b1d711cded73007306d1afa2c9aa4d71f
1,1a,266.1,266_1,Stole,Stole,6559,288_1,46,6,44,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,242.2,242_2,Stole,Split,1283.5,279_1,39,25,25,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,279.1,279_1,Split,Split,269.5,283_1,48,1,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,254.1,254_1,Split,Split,130884,250_1,37,24,27,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,248.1,248_1,Split,Stole,31403,272_1,47,8,8,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,272.1,272_1,Split,Stole,81899,285_1,24,24,24,2,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,252.2,252_2,Split,Stole,310,275_1,37,29,28,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,252.1,252_1,Stole,Split,310,286_1,47,3,48,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,245.1,245_1,Stole,Stole,5958,276_1,48,1,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,273.1,273_1,Split,Split,9675,244_1,24,24,23,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,288.2,288_2,Stole,Stole,15744.5,287_1,47,22,30,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,279.2,279_2,Split,Split,269.5,268_1,22,20,23,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,2f53ea0918b097753d89fd99c0ef12551520374750a71107cf128177
1,1a,252.2,252_2,Split,Stole,310,283_1,39,25,12,2,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,252.1,252_1,Stole,Split,310,285_1,26,17,27,4,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,254.1,254_1,Split,Split,130884,287_1,6,29,21,1,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,279.2,279_2,Split,Split,269.5,268_1,43,29,19,4,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,272.1,272_1,Split,Stole,81899,276_1,19,35,13,1,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,248.1,248_1,Split,Stole,31403,279_1,38,13,21,2,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,273.1,273_1,Split,Split,9675,272_1,14,36,17,3,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,266.1,266_1,Stole,Stole,6559,244_1,20,39,34,3,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,279.1,279_1,Split,Split,269.5,250_1,36,18,30,2,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,242.2,242_2,Stole,Split,1283.5,275_1,38,32,15,4,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,245.1,245_1,Stole,Stole,5958,288_1,18,29,21,1,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,288.2,288_2,Stole,Stole,15744.5,286_1,18,30,20,1,undefined,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,5ff0406912159c744fcf1e0e682c093847855f2b8962dcf6cc738545
1,1a,252.2,252_2,Split,Stole,310,286_1,20,18,20,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,279.2,279_2,Split,Split,269.5,272_1,10,9,11,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,242.2,242_2,Stole,Split,1283.5,276_1,34,33,37,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,288.2,288_2,Stole,Stole,15744.5,285_1,48,48,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,279.1,279_1,Split,Split,269.5,283_1,8,8,9,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,266.1,266_1,Stole,Stole,6559,288_1,47,46,46,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,273.1,273_1,Split,Split,9675,244_1,44,45,44,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,252.1,252_1,Stole,Split,310,287_1,17,16,17,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,248.1,248_1,Split,Stole,31403,268_1,48,48,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,272.1,272_1,Split,Stole,81899,279_1,48,48,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,254.1,254_1,Split,Split,130884,250_1,48,48,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,245.1,245_1,Stole,Stole,5958,275_1,48,48,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,e791cc974f1c3410a649e3375b258c103bc7ee49bc909b6bf63899c4
1,1a,252.2,252_2,Split,Stole,310,287_1,19,17,14,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,279.2,279_2,Split,Split,269.5,244_1,3,7,7,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,266.1,266_1,Stole,Stole,6559,268_1,39,38,37,3,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,272.1,272_1,Split,Stole,81899,285_1,48,48,48,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,288.2,288_2,Stole,Stole,15744.5,250_1,35,36,35,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,273.1,273_1,Split,Split,9675,279_1,38,38,37,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,245.1,245_1,Stole,Stole,5958,286_1,19,17,17,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,248.1,248_1,Split,Stole,31403,272_1,45,43,44,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,279.1,279_1,Split,Split,269.5,288_1,2,4,6,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,252.1,252_1,Stole,Split,310,283_1,3,4,4,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,242.2,242_2,Stole,Split,1283.5,276_1,24,22,22,2,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,254.1,254_1,Split,Split,130884,275_1,47,46,47,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,faa7a1c7e10850e90aec7e1de079e21cecd7ff09bb6167715f92396e
1,1a,242.2,242_2,Stole,Split,1283.5,288_1,48,0,39,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,273.1,273_1,Split,Split,9675,279_1,24,24,24,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,288.2,288_2,Stole,Stole,15744.5,286_1,48,0,48,5,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,266.1,266_1,Stole,Stole,6559,287_1,48,5,32,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,252.1,252_1,Stole,Split,310,276_1,24,9,7,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,254.1,254_1,Split,Split,130884,275_1,25,22,25,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,248.1,248_1,Split,Stole,31403,285_1,19,22,23,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,245.1,245_1,Stole,Stole,5958,283_1,48,0,29,4,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,279.1,279_1,Split,Split,269.5,268_1,5,30,3,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,252.2,252_2,Split,Stole,310,272_1,6,40,8,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,279.2,279_2,Split,Split,269.5,250_1,6,37,3,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,272.1,272_1,Split,Stole,81899,244_1,26,26,25,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,b814136a2b632f2a40c9c952057403578e8fc4750fd51fee88b6ee0c
1,1a,242.2,242_2,Stole,Split,1283.5,244_1,42,1,42,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,279.1,279_1,Split,Split,269.5,250_1,18,15,27,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,272.1,272_1,Split,Stole,81899,275_1,46,11,38,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,279.2,279_2,Split,Split,269.5,285_1,20,14,38,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,245.1,245_1,Stole,Stole,5958,283_1,42,4,42,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,252.2,252_2,Split,Stole,310,276_1,17,27,23,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,252.1,252_1,Stole,Split,310,268_1,44,10,37,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,248.1,248_1,Split,Stole,31403,279_1,47,14,42,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,254.1,254_1,Split,Split,130884,272_1,48,0,43,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,273.1,273_1,Split,Split,9675,286_1,45,21,32,0,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,266.1,266_1,Stole,Stole,6559,287_1,46,12,33,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,288.2,288_2,Stole,Stole,15744.5,288_1,48,24,28,1,male,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,ce1549245962a22017b6c73553dc2a6244d51a2d14e983a7c0f85b69
1,1a,252.2,252_2,Split,Stole,310,286_1,24,24,24,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,248.1,248_1,Split,Stole,31403,287_1,27,24,24,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,279.2,279_2,Split,Split,269.5,285_1,24,24,24,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,252.1,252_1,Stole,Split,310,288_1,48,0,48,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,254.1,254_1,Split,Split,130884,250_1,24,24,24,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,242.2,242_2,Stole,Split,1283.5,244_1,48,0,48,5,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,266.1,266_1,Stole,Stole,6559,276_1,48,0,48,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,273.1,273_1,Split,Split,9675,283_1,24,24,24,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,272.1,272_1,Split,Stole,81899,272_1,23,24,24,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,279.1,279_1,Split,Split,269.5,275_1,24,24,24,1,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,245.1,245_1,Stole,Stole,5958,279_1,48,0,48,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,288.2,288_2,Stole,Stole,15744.5,268_1,48,0,48,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,7b51e5cc2d9bcaebd55824cfd8cee0cb191546067fe92c8c055c58a8
1,1a,242.2,242_2,Stole,Split,1283.5,275_1,28,30,41,4,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,49ba86422545764034e534471452d1ed1d30257bef1d8c37857ddfec
1,1a,266.1,266_1,Stole,Stole,6559,279_1,33,18,18,0,female,6.1,3UDTAB6HH6HNQ88DD82NVZKLAXD90Y,49ba86422545764034e534471452d1ed1d30257bef1d8c37857ddfec
